"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"1",1,"Josh Allen",BUF,"QB1","7","5 out of 5","1 out of 5","3 out of 5 stars","+2"
"2",1,"Lamar Jackson",BAL,"QB2","13","4 out of 5","3 out of 5","3 out of 5 stars","+6"
"3",1,"Drake Maye",NE,"QB3","11","5 out of 5","2 out of 5","2 out of 5 stars","+6"
"4",1,"Joe Burrow",CIN,"QB4","6","4 out of 5","3 out of 5","3 out of 5 stars","+9"
"5",1,"Jayden Daniels",WAS,"QB5","7","4 out of 5","4 out of 5","2 out of 5 stars","+9"
"6",1,"Jalen Hurts",PHI,"QB6","10","4 out of 5","3 out of 5","5 out of 5 stars","+17"
"7",1,"Jahmyr Gibbs",DET,"RB1","6","5 out of 5","1 out of 5","5 out of 5 stars","-6"
"8",2,"Ja'Marr Chase",CIN,"WR1","6","5 out of 5","1 out of 5","4 out of 5 stars","-4"
"9",2,"Bijan Robinson",ATL,"RB2","11","5 out of 5","1 out of 5","2 out of 5 stars","-7"
"10",2,"Caleb Williams",CHI,"QB7","10","5 out of 5","2 out of 5","3 out of 5 stars","+11"
"11",2,"Justin Herbert",LAC,"QB8","7","4 out of 5","2 out of 5","2 out of 5 stars","+16"
"12",2,"Puka Nacua",LAR,"WR2","11","5 out of 5","2 out of 5","1 out of 5 stars","-7"
"13",2,"Jaxon Smith-Njigba",SEA,"WR3","11","5 out of 5","2 out of 5","3 out of 5 stars","-7"
"14",2,"Trevor Lawrence",JAC,"QB9","7","5 out of 5","2 out of 5","4 out of 5 stars","+19"
"15",2,"Dak Prescott",DAL,"QB10","14","4 out of 5","2 out of 5","2 out of 5 stars","+16"
"16",2,"Amon-Ra St. Brown",DET,"WR4","6","5 out of 5","1 out of 5","4 out of 5 stars","-5"
"17",2,"Christian McCaffrey",SF,"RB3","8","4 out of 5","4 out of 5","2 out of 5 stars","-10"
"18",2,"Jonathan Taylor",IND,"RB4","13","4 out of 5","3 out of 5","4 out of 5 stars","-8"
"19",3,"CeeDee Lamb",DAL,"WR5","14","4 out of 5","2 out of 5","2 out of 5 stars","-2"
"20",3,"Brock Purdy",SF,"QB11","8","4 out of 5","2 out of 5","1 out of 5 stars","+22"
"21",3,"James Cook III",BUF,"RB5","7","5 out of 5","2 out of 5","2 out of 5 stars","-9"
"22",3,"Justin Jefferson",MIN,"WR6","6","4 out of 5","2 out of 5","5 out of 5 stars","-4"
"23",3,"Jaxson Dart",NYG,"QB12","8","4 out of 5","4 out of 5","4 out of 5 stars","+9"
"24",3,"Bo Nix",DEN,"QB13","10","4 out of 5","2 out of 5","3 out of 5 stars","+17"
"25",3,"Patrick Mahomes II",KC,"QB14","5","2 out of 5","4 out of 5","2 out of 5 stars","+13"
"26",3,"Chase Brown",CIN,"RB6","6","5 out of 5","2 out of 5","2 out of 5 stars","0"
"",3
"27",3,"Drake London",ATL,"WR7","11","4 out of 5","3 out of 5","3 out of 5 stars","+1"
"28",3,"A.J. Brown",NE,"WR8","11","5 out of 5","2 out of 5","2 out of 5 stars","+2"
"29",3,"Matthew Stafford",LAR,"QB15","11","4 out of 5","2 out of 5","3 out of 5 stars","+20"
"30",3,"Saquon Barkley",PHI,"RB7","10","4 out of 5","3 out of 5","4 out of 5 stars","-6"
"31",3,"Jared Goff",DET,"QB16","6","3 out of 5","2 out of 5","5 out of 5 stars","+17"
"32",3,"De'Von Achane",MIA,"RB8","6","4 out of 5","4 out of 5","3 out of 5 stars","-12"
"33",3,"Nico Collins",HOU,"WR9","8","4 out of 5","2 out of 5","3 out of 5 stars","+1"
"34",3,"Brock Bowers",LV,"TE1","13","5 out of 5","2 out of 5","3 out of 5 stars","-19"
"35",3,"Omarion Hampton",LAC,"RB9","7","5 out of 5","2 out of 5","3 out of 5 stars","-13"
"36",4,"Derrick Henry",BAL,"RB10","13","4 out of 5","2 out of 5","3 out of 5 stars","-7"
"37",4,"Kenneth Walker III",KC,"RB11","5","5 out of 5","3 out of 5","3 out of 5 stars","-12"
"38",4,"Kyler Murray",MIN,"QB17","6","4 out of 5","3 out of 5","5 out of 5 stars","+25"
"39",4,"George Pickens",DAL,"WR10","14","4 out of 5","4 out of 5","2 out of 5 stars","-2"
"40",4,"Chris Olave",NO,"WR11","8","4 out of 5","4 out of 5","3 out of 5 stars","0"
"41",4,"Trey McBride",ARI,"TE2","14","4 out of 5","2 out of 5","2 out of 5 stars","-22"
"42",4,"Ashton Jeanty",LV,"RB12","13","4 out of 5","4 out of 5","2 out of 5 stars","-26"
"43",4,"Malik Nabers",NYG,"WR12","8","4 out of 5","4 out of 5","4 out of 5 stars","0"
"44",4,"Baker Mayfield",TB,"QB18","10","3 out of 5","4 out of 5","2 out of 5 stars","+17"
"45",4,"Rashee Rice",KC,"WR13","5","4 out of 5","4 out of 5","2 out of 5 stars","-6"
"46",4,"Jordan Love",GB,"QB19","11","4 out of 5","3 out of 5","4 out of 5 stars","+14"
"47",4,"DeVonta Smith",PHI,"WR14","10","4 out of 5","2 out of 5","4 out of 5 stars","+4"
"48",4,"Tyler Shough",NO,"QB20","8","4 out of 5","2 out of 5","3 out of 5 stars","+16"
"49",4,"Zay Flowers",BAL,"WR15","13","4 out of 5","2 out of 5","4 out of 5 stars","+4"
"50",4,"Kyren Williams",LAR,"RB13","11","4 out of 5","2 out of 5","5 out of 5 stars","-5"
"51",4,"Tee Higgins",CIN,"WR16","6","5 out of 5","2 out of 5","4 out of 5 stars","+1"
"52",4,"Malik Willis",MIA,"QB21","6","4 out of 5","4 out of 5","3 out of 5 stars","+31"
"53",4,"Javonte Williams",DAL,"RB14","14","4 out of 5","4 out of 5","4 out of 5 stars","-3"
"54",4,"Tetairoa McMillan",CAR,"WR17","5","4 out of 5","3 out of 5","2 out of 5 stars","0"
"55",4,"Breece Hall",NYJ,"RB15","13","4 out of 5","4 out of 5","3 out of 5 stars","-11"
"56",5,"Garrett Wilson",NYJ,"WR18","13","4 out of 5","3 out of 5","4 out of 5 stars","+1"
"57",5,"Josh Jacobs",GB,"RB16","11","4 out of 5","3 out of 5","4 out of 5 stars","-11"
"58",5,"Ladd McConkey",LAC,"WR19","7","4 out of 5","4 out of 5","2 out of 5 stars","0"
"59",5,"Jaylen Waddle",DEN,"WR20","10","4 out of 5","3 out of 5","2 out of 5 stars","+6"
"60",5,"Emeka Egbuka",TB,"WR21","10","5 out of 5","3 out of 5","4 out of 5 stars","-1"
"61",5,"Jeremiyah Love",ARI,"RB17","14","5 out of 5","3 out of 5","2 out of 5 stars","-26"
"62",5,"Colston Loveland",CHI,"TE3","10","5 out of 5","2 out of 5","2 out of 5 stars","-26"
"63",5,"C.J. Stroud",HOU,"QB22","8","3 out of 5","4 out of 5","4 out of 5 stars","+18"
"64",5,"Travis Etienne Jr.",NO,"RB18","8","4 out of 5","3 out of 5","3 out of 5 stars","-8"
"65",5,"Terry McLaurin",WAS,"WR22","7","4 out of 5","2 out of 5","2 out of 5 stars","+8"
"66",5,"Sam Darnold",SEA,"QB23","11","2 out of 5","4 out of 5","4 out of 5 stars","+5"
"67",5,"Davante Adams",LAR,"WR23","11","3 out of 5","4 out of 5","1 out of 5 stars","+5"
"68",5,"Cam Ward",TEN,"QB24","9","4 out of 5","4 out of 5","3 out of 5 stars","+19"
"69",5,"D'Andre Swift",CHI,"RB19","10","3 out of 5","3 out of 5","2 out of 5 stars","-1"
"70",5,"Luther Burden III",CHI,"WR24","10","4 out of 5","4 out of 5","3 out of 5 stars","-4"
"71",5,"Daniel Jones",IND,"QB25","13","4 out of 5","4 out of 5","4 out of 5 stars","+19"
"72",5,"Cam Skattebo",NYG,"RB20","8","4 out of 5","4 out of 5","4 out of 5 stars","-17"
"73",5,"Tyler Warren",IND,"TE4","13","5 out of 5","2 out of 5","3 out of 5 stars","-26"
"74",5,"Jameson Williams",DET,"WR25","6","4 out of 5","3 out of 5","4 out of 5 stars","+5"
"75",5,"Bucky Irving",TB,"RB21","10","3 out of 5","4 out of 5","2 out of 5 stars","-13"
"76",5,"Quinshon Judkins",CLE,"RB22","11","4 out of 5","4 out of 5","3 out of 5 stars","-9"
"77",5,"DJ Moore",BUF,"WR26","7","4 out of 5","2 out of 5","4 out of 5 stars","+1"
"78",5,"David Montgomery",HOU,"RB23","8","4 out of 5","2 out of 5","4 out of 5 stars","-8"
"79",5,"Mike Evans",SF,"WR27","8","4 out of 5","3 out of 5","2 out of 5 stars","+3"
"80",5,"Christian Watson",GB,"WR28","11","4 out of 5","4 out of 5","5 out of 5 stars","+4"
"81",5,"Rome Odunze",CHI,"WR29","10","4 out of 5","3 out of 5","3 out of 5 stars","+4"
"82",5,"Bhayshul Tuten",JAC,"RB24","7","4 out of 5","3 out of 5","4 out of 5 stars","-8"
"83",6,"TreVeyon Henderson",NE,"RB25","11","4 out of 5","4 out of 5","2 out of 5 stars","-14"
"84",6,"Bryce Young",CAR,"QB26","5","2 out of 5","4 out of 5","2 out of 5 stars","+11"
"85",6,"Jadarian Price",SEA,"RB26","11","4 out of 5","4 out of 5","4 out of 5 stars","+1"
"86",6,"Parker Washington",JAC,"WR30","7","4 out of 5","3 out of 5","4 out of 5 stars","+7"
"87",6,"Tucker Kraft",GB,"TE5","11","5 out of 5","2 out of 5","2 out of 5 stars","-12"
"88",6,"Carnell Tate",TEN,"WR31","9","4 out of 5","3 out of 5","3 out of 5 stars","0"
"89",6,"Marvin Harrison Jr.",ARI,"WR32","14","4 out of 5","4 out of 5","2 out of 5 stars","+5"
"90",6,"Jacoby Brissett",ARI,"QB27","14","2 out of 5","4 out of 5","2 out of 5 stars","+27"
"",6
"91",6,"Jaylen Warren",PIT,"RB27","9","4 out of 5","4 out of 5","2 out of 5 stars","-2"
"92",6,"Rhamondre Stevenson",NE,"RB28","11","4 out of 5","3 out of 5","2 out of 5 stars","0"
"93",6,"Brian Thomas Jr.",JAC,"WR33","7","3 out of 5","4 out of 5","4 out of 5 stars","-2"
"94",6,"Tony Pollard",TEN,"RB29","9","4 out of 5","2 out of 5","3 out of 5 stars","+3"
"95",6,"DK Metcalf",PIT,"WR34","9","4 out of 5","3 out of 5","3 out of 5 stars","+7"
"96",6,"Harold Fannin Jr.",CLE,"TE6","11","4 out of 5","3 out of 5","3 out of 5 stars","-20"
"97",6,"Sam LaPorta",DET,"TE7","6","4 out of 5","4 out of 5","3 out of 5 stars","-20"
"98",6,"Rico Dowdle",PIT,"RB30","9","4 out of 5","4 out of 5","2 out of 5 stars","+7"
"99",6,"Chris Godwin Jr.",TB,"WR35","10","4 out of 5","3 out of 5","4 out of 5 stars","+20"
"100",6,"Courtland Sutton",DEN,"WR36","10","2 out of 5","4 out of 5","2 out of 5 stars","+6"
"101",6,"Kyle Pitts Sr.",ATL,"TE8","11","4 out of 5","4 out of 5","3 out of 5 stars","-21"
"102",6,"Jonathon Brooks",CAR,"RB31","5","4 out of 5","3 out of 5","1 out of 5 stars","+14"
"103",6,"J.K. Dobbins",DEN,"RB32","10","4 out of 5","4 out of 5","2 out of 5 stars","+8"
"104",6,"Michael Pittman Jr.",PIT,"WR37","9","3 out of 5","3 out of 5","3 out of 5 stars","+20"
"105",6,"Michael Wilson",ARI,"WR38","14","-","-","2 out of 5 stars","+3"
"106",6,"Quentin Johnston",LAC,"WR39","7","4 out of 5","4 out of 5","2 out of 5 stars","+17"
"107",6,"Alec Pierce",IND,"WR40","13","4 out of 5","4 out of 5","4 out of 5 stars","+8"
"108",6,"Blake Corum",LAR,"RB33","11","4 out of 5","4 out of 5","5 out of 5 stars","+6"
"109",6,"Geno Smith",NYJ,"QB28","13","2 out of 5","4 out of 5","4 out of 5 stars","+13"
"110",6,"Chuba Hubbard",CAR,"RB34","5","2 out of 5","4 out of 5","1 out of 5 stars","-7"
"111",6,"Josh Downs",IND,"WR41","13","3 out of 5","4 out of 5","4 out of 5 stars","+14"
"112",6,"George Kittle",SF,"TE9","8","4 out of 5","4 out of 5","3 out of 5 stars","-11"
"113",6,"Wan'Dale Robinson",TEN,"WR42","9","3 out of 5","3 out of 5","3 out of 5 stars","+18"
"114",6,"RJ Harvey",DEN,"RB35","10","2 out of 5","4 out of 5","2 out of 5 stars","-18"
"115",6,"Jacory Croskey-Merritt",WAS,"RB36","7","4 out of 5","4 out of 5","4 out of 5 stars","+19"
"116",6,"Stefon Diggs",WAS,"WR43","7","4 out of 5","2 out of 5","2 out of 5 stars","+21"
"117",7,"Jordan Addison",MIN,"WR44","6","4 out of 5","4 out of 5","5 out of 5 stars","+11"
"118",7,"Travis Kelce",KC,"TE10","5","3 out of 5","3 out of 5","4 out of 5 stars","-18"
"119",7,"Jordan Mason",MIN,"RB37","6","4 out of 5","3 out of 5","4 out of 5 stars","+11"
"120",7,"Kyle Monangai",CHI,"RB38","10","4 out of 5","4 out of 5","2 out of 5 stars","-10"
"121",7,"Kenny Gainwell",TB,"RB39","10","4 out of 5","3 out of 5","2 out of 5 stars","-1"
"122",7,"Jayden Reed",GB,"WR45","11","4 out of 5","4 out of 5","5 out of 5 stars","+4"
"123",7,"Rachaad White",WAS,"RB40","7","4 out of 5","3 out of 5","4 out of 5 stars","+6"
"124",7,"Jakobi Meyers",JAC,"WR46","7","3 out of 5","3 out of 5","4 out of 5 stars","+3"
"125",7,"Makai Lemon",PHI,"WR47","10","4 out of 5","3 out of 5","4 out of 5 stars","-7"
"126",7,"Dalton Kincaid",BUF,"TE11","7","3 out of 5","4 out of 5","3 out of 5 stars","-22"
"127",7,"Aaron Jones Sr.",MIN,"RB41","6","1 out of 5","4 out of 5","4 out of 5 stars","+5"
"128",7,"Dallas Goedert",PHI,"TE12","10","4 out of 5","3 out of 5","4 out of 5 stars","-15"
"129",7,"Aaron Rodgers",PIT,"QB29","9","1 out of 5","4 out of 5","2 out of 5 stars","-8"
"130",7,"Isaiah Likely",NYG,"TE13","8","4 out of 5","4 out of 5","3 out of 5 stars","-21"
"131",7,"Mike Washington Jr.",LV,"RB42","13","3 out of 5","4 out of 5","2 out of 5 stars","+57"
"132",7,"KC Concepcion",CLE,"WR48","11","4 out of 5","3 out of 5","3 out of 5 stars","+9"
"133",7,"Mark Andrews",BAL,"TE14","13","4 out of 5","4 out of 5","4 out of 5 stars","-21"
"134",7,"Xavier Worthy",KC,"WR49","5","4 out of 5","4 out of 5","2 out of 5 stars","+4"
"135",7,"Jordyn Tyson",NO,"WR50","8","3 out of 5","4 out of 5","3 out of 5 stars","-36"
"136",7,"Chris Rodriguez Jr.",JAC,"RB43","7","2 out of 5","4 out of 5","4 out of 5 stars","+11"
"137",7,"Jalen Coker",CAR,"WR51","5","4 out of 5","3 out of 5","2 out of 5 stars","+16"
"138",7,"Matthew Golden",GB,"WR52","11","3 out of 5","4 out of 5","5 out of 5 stars","+2"
"139",7,"Khalil Shakir",BUF,"WR53","7","2 out of 5","4 out of 5","4 out of 5 stars","+6"
"140",7,"Jake Ferguson",DAL,"TE15","14","2 out of 5","4 out of 5","2 out of 5 stars","-33"
"141",7,"Tyler Allgeier",ARI,"RB44","14","3 out of 5","4 out of 5","2 out of 5 stars","+10"
"142",7,"Woody Marks",HOU,"RB45","8","3 out of 5","4 out of 5","4 out of 5 stars","+12"
"143",7,"Romeo Doubs",NE,"WR54","11","4 out of 5","3 out of 5","2 out of 5 stars","+1"
"144",7,"Tyjae Spears",TEN,"RB46","9","3 out of 5","4 out of 5","3 out of 5 stars","+14"
"145",7,"Deebo Samuel Sr.",SF,"WR55","8","4 out of 5","3 out of 5","2 out of 5 stars","+10"
"146",7,"Juwan Johnson",NO,"TE16","8","4 out of 5","2 out of 5","2 out of 5 stars","-7"
"147",7,"Tank Bigsby",PHI,"RB47","10","4 out of 5","3 out of 5","4 out of 5 stars","+30"
"148",7,"Tyrone Tracy Jr.",NYG,"RB48","8","2 out of 5","4 out of 5","4 out of 5 stars","0"
"149",7,"Keaton Mitchell",LAC,"RB49","7","4 out of 5","3 out of 5","3 out of 5 stars","+7"
"150",7,"De'Zhaun Stribling",SF,"WR56","8","3 out of 5","4 out of 5","2 out of 5 stars","+12"
"151",7,"Zach Charbonnet",SEA,"RB50","11","3 out of 5","4 out of 5","4 out of 5 stars","+1"
"152",7,"Hunter Henry",NE,"TE17","11","2 out of 5","4 out of 5","4 out of 5 stars","-17"
"153",7,"Jonah Coleman",DEN,"RB51","10","4 out of 5","4 out of 5","2 out of 5 stars","+10"
"154",7,"Chig Okonkwo",WAS,"TE18","7","4 out of 5","4 out of 5","1 out of 5 stars","-12"
"155",7,"Brenton Strange",JAC,"TE19","7","4 out of 5","3 out of 5","3 out of 5 stars","-19"
"156",8,"Alvin Kamara",NO,"RB52","8","2 out of 5","4 out of 5","3 out of 5 stars","+5"
"157",8,"Dylan Sampson",CLE,"RB53","11","4 out of 5","2 out of 5","3 out of 5 stars","+11"
"158",8,"Denzel Boston",CLE,"WR57","11","4 out of 5","4 out of 5","3 out of 5 stars","+8"
"159",8,"Rashid Shaheed",SEA,"WR58","11","3 out of 5","4 out of 5","3 out of 5 stars","-2"
"160",8,"Adonai Mitchell",NYJ,"WR59","13","4 out of 5","4 out of 5","4 out of 5 stars","+33"
"161",8,"Dalton Schultz",HOU,"TE20","8","4 out of 5","2 out of 5","4 out of 5 stars","-11"
"162",8,"Isiah Pacheco",DET,"RB54","6","3 out of 5","4 out of 5","5 out of 5 stars","+2"
"163",8,"Tre Tucker",LV,"WR60","13","4 out of 5","2 out of 5","2 out of 5 stars","+19"
"164",8,"Brian Robinson Jr.",ATL,"RB55","11","2 out of 5","4 out of 5","2 out of 5 stars","-5"
"165",8,"Jerry Jeudy",CLE,"WR61","11","2 out of 5","4 out of 5","3 out of 5 stars","+21"
"166",8,"Jauan Jennings",MIN,"WR62","6","2 out of 5","4 out of 5","5 out of 5 stars","+5"
"167",8,"Braelon Allen",NYJ,"RB56","13","2 out of 5","4 out of 5","3 out of 5 stars","+22"
"168",8,"Jalen McMillan",TB,"WR63","10","4 out of 5","3 out of 5","4 out of 5 stars","+8"
"169",8,"Fernando Mendoza",LV,"QB30","13","4 out of 5","3 out of 5","1 out of 5 stars","-71"
"170",8,"Tua Tagovailoa",ATL,"QB31","11","2 out of 5","4 out of 5","4 out of 5 stars","-27"
"171",8,"T.J. Hockenson",MIN,"TE21","6","3 out of 5","4 out of 5","4 out of 5 stars","-22"
"172",8,"MarShawn Lloyd",GB,"RB57","11","4 out of 5","4 out of 5","4 out of 5 stars","+15"
"173",8,"AJ Barner",SEA,"TE22","11","4 out of 5","2 out of 5","3 out of 5 stars","-13"
"174",8,"Oronde Gadsden II",LAC,"TE23","7","3 out of 5","4 out of 5","4 out of 5 stars","-41"
"175",8,"Jalen Nailor",LV,"WR64","13","-","-","2 out of 5 stars","-2"
"176",8,"Dontayvion Wicks",PHI,"WR65","10","4 out of 5","4 out of 5","4 out of 5 stars","+31"
"177",8,"Terrance Ferguson",LAR,"TE24","11","4 out of 5","4 out of 5","4 out of 5 stars","+2"
"178",8,"Tre' Harris",LAC,"WR66","7","4 out of 5","2 out of 5","2 out of 5 stars","+13"
"179",8,"Ray Davis",BUF,"RB58","7","4 out of 5","4 out of 5","2 out of 5 stars","+31"
"180",8,"Emmett Johnson",KC,"RB59","5","4 out of 5","4 out of 5","3 out of 5 stars","+5"
"181",8,"Omar Cooper Jr.",NYJ,"WR67","13","4 out of 5","4 out of 5","4 out of 5 stars","-11"
"182",8,"Kenyon Sadiq",NYJ,"TE25","13","3 out of 5","4 out of 5","4 out of 5 stars","-36"
"183",8,"Pat Bryant",DEN,"WR68","10","4 out of 5","4 out of 5","2 out of 5 stars","+38"
"184",8,"Ryan Flournoy",DAL,"WR69","14","4 out of 5","2 out of 5","2 out of 5 stars","+11"
"185",8,"Malik Washington",MIA,"WR70","6","3 out of 5","4 out of 5","3 out of 5 stars","+5"
"186",8,"Sean Tucker",TB,"RB60","10","4 out of 5","4 out of 5","2 out of 5 stars","+29"
"187",8,"Keenan Allen",IND,"WR71","13","3 out of 5","3 out of 5","4 out of 5 stars","+21"
"188",8,"Kayshon Boutte",NE,"WR72","11","3 out of 5","4 out of 5","2 out of 5 stars","+30"
"189",8,"Tank Dell",HOU,"WR73","8","4 out of 5","4 out of 5","3 out of 5 stars","-6"
"190",8,"Gunnar Helm",TEN,"TE26","9","3 out of 5","3 out of 5","3 out of 5 stars","-12"
"191",8,"Nicholas Singleton",TEN,"RB61","9","3 out of 5","4 out of 5","3 out of 5 stars","+7"
"192",8,"Calvin Ridley",TEN,"WR74","9","2 out of 5","4 out of 5","3 out of 5 stars","+22"
"193",8,"Cade Otton",TB,"TE27","10","2 out of 5","4 out of 5","2 out of 5 stars","-13"
"194",8,"Jaylin Noel",HOU,"WR75","8","4 out of 5","4 out of 5","3 out of 5 stars","+54"
"195",8,"Kimani Vidal",LAC,"RB62","7","1 out of 5","4 out of 5","3 out of 5 stars","+16"
"196",8,"Pat Freiermuth",PIT,"TE28","9","3 out of 5","4 out of 5","2 out of 5 stars","-12"
"197",8,"Travis Hunter",JAC,"WR76","7","3 out of 5","4 out of 5","4 out of 5 stars","-23"
"198",8,"Isaac TeSlaa",DET,"WR77","6","3 out of 5","4 out of 5","4 out of 5 stars","+6"
"199",8,"Kaytron Allen",WAS,"RB63","7","3 out of 5","4 out of 5","4 out of 5 stars","0"
"200",9,"Rashod Bateman",BAL,"WR78","13","3 out of 5","4 out of 5","4 out of 5 stars","+32"
"201",9,"Jaydon Blue",DAL,"RB64","14","4 out of 5","4 out of 5","4 out of 5 stars","+4"
"202",9,"James Conner",ARI,"RB65","14","3 out of 5","4 out of 5","2 out of 5 stars","-8"
"203",9,"Darnell Mooney",NYG,"WR79","8","3 out of 5","4 out of 5","4 out of 5 stars","+32"
"204",9,"Emanuel Wilson",SEA,"RB66","11","3 out of 5","4 out of 5","4 out of 5 stars","+60"
"205",9,"Michael Penix Jr.",ATL,"QB32","11","2 out of 5","5 out of 5","4 out of 5 stars","-30"
"206",9,"David Njoku",LAC,"TE29","7","4 out of 5","4 out of 5","4 out of 5 stars","-25"
"207",9,"Cooper Kupp",SEA,"WR80","11","3 out of 5","4 out of 5","3 out of 5 stars","+18"
"208",9,"Troy Franklin",DEN,"WR81","10","1 out of 5","4 out of 5","2 out of 5 stars","+36"
"209",9,"Jaylen Wright",MIA,"RB67","6","-","-","3 out of 5 stars","+34"
"210",9,"Evan Engram",DEN,"TE30","10","-","-","4 out of 5 stars","-1"
"211",9,"Colby Parkinson",LAR,"TE31","11","-","-","4 out of 5 stars","-10"
"212",9,"Kirk Cousins",LV,"QB33","13","3 out of 5","4 out of 5","1 out of 5 stars","-43"
"213",9,"George Holani",SEA,"RB68","11","3 out of 5","4 out of 5","4 out of 5 stars","+25"
"214",9,"Germie Bernard",PIT,"WR82","9","2 out of 5","4 out of 5","3 out of 5 stars","+2"
"215",9,"Ollie Gordon II",MIA,"RB69","6","3 out of 5","4 out of 5","3 out of 5 stars","-"
"216",9,"Deshaun Watson",CLE,"QB34","11","1 out of 5","5 out of 5","4 out of 5 stars","-49"
"217",9,"Jack Bech",LV,"WR83","13","3 out of 5","4 out of 5","2 out of 5 stars","+46"
"218",9,"Justice Hill",BAL,"RB70","13","-","-","3 out of 5 stars","-5"
"219",9,"Zachariah Branch",ATL,"WR84","11","3 out of 5","4 out of 5","3 out of 5 stars","-23"
"220",9,"Malachi Fields",NYG,"WR85","8","4 out of 5","4 out of 5","4 out of 5 stars","+7"
"221",9,"Demond Claiborne",MIN,"RB71","6","3 out of 5","4 out of 5","4 out of 5 stars","-1"
"222",9,"Antonio Williams",WAS,"WR86","7","4 out of 5","2 out of 5","2 out of 5 stars","-22"
"223",9,"Isaiah Davis",NYJ,"RB72","13","2 out of 5","4 out of 5","3 out of 5 stars","-"
"224",9,"Devaughn Vele",NO,"WR87","8","-","-","3 out of 5 stars","+30"
"225",9,"Tory Horton",SEA,"WR88","11","4 out of 5","4 out of 5","3 out of 5 stars","+34"
"226",9,"Samaje Perine",CIN,"RB73","6","1 out of 5","4 out of 5","2 out of 5 stars","+10"
"227",9,"Ted Hurst III",TB,"WR89","10","4 out of 5","4 out of 5","4 out of 5 stars","-1"
"228",9,"Chris Bell",MIA,"WR90","6","4 out of 5","4 out of 5","3 out of 5 stars","+9"
"229",9,"Chris Brooks",GB,"RB74","11","2 out of 5","4 out of 5","4 out of 5 stars","-"
"230",9,"Keon Coleman",BUF,"WR91","7","2 out of 5","4 out of 5","4 out of 5 stars","+21"
"231",9,"Elic Ayomanor",TEN,"WR92","9","1 out of 5","5 out of 5","3 out of 5 stars","+35"
"232",9,"Shedeur Sanders",CLE,"QB35","11","3 out of 5","4 out of 5","4 out of 5 stars","-67"
"233",9,"Chimere Dike",TEN,"WR93","9","1 out of 5","5 out of 5","3 out of 5 stars","+24"
"234",9,"Kaelon Black",SF,"RB75","8","3 out of 5","4 out of 5","2 out of 5 stars","-28"
"235",9,"Najee Harris",NYG,"RB76","8","2 out of 5","4 out of 5","4 out of 5 stars","+17"
"236",9,"Jordan James",SF,"RB77","8","2 out of 5","4 out of 5","2 out of 5 stars","-8"
"237",9,"Ty Johnson",BUF,"RB78","7","-","-","2 out of 5 stars","-"
"238",9,"LeQuint Allen Jr.",JAC,"RB79","7","2 out of 5","4 out of 5","4 out of 5 stars","-"
"239",9,"Ja'Kobi Lane",BAL,"WR94","13","4 out of 5","4 out of 5","4 out of 5 stars","-42"
"240",9,"Mason Taylor",NYJ,"TE32","13","1 out of 5","4 out of 5","4 out of 5 stars","-17"
"241",9,"Tyquan Thornton",KC,"WR95","5","2 out of 5","5 out of 5","2 out of 5 stars","-"
"242",9,"Christian Kirk",SF,"WR96","8","2 out of 5","4 out of 5","2 out of 5 stars","+11"
"243",9,"DJ Giddens",IND,"RB80","13","2 out of 5","4 out of 5","4 out of 5 stars","-"
"244",9,"Elijah Sarratt",BAL,"WR97","13","3 out of 5","4 out of 5","4 out of 5 stars","+17"
"245",9,"Darius Slayton",NYG,"WR98","8","2 out of 5","4 out of 5","4 out of 5 stars","-"
"246",9,"Xavier Legette",CAR,"WR99","5","2 out of 5","4 out of 5","2 out of 5 stars","-"
"247",9,"Greg Dulcich",MIA,"TE33","6","4 out of 5","4 out of 5","5 out of 5 stars","-75"
"248",9,"Theo Johnson",NYG,"TE34","8","1 out of 5","5 out of 5","3 out of 5 stars","-7"
"249",9,"Malik Davis",DAL,"RB81","14","-","-","4 out of 5 stars","-"
"250",9,"Trey Benson",ARI,"RB82","14","2 out of 5","4 out of 5","2 out of 5 stars","-17"
"251",9,"Marvin Mims Jr.",DEN,"WR100","10","3 out of 5","4 out of 5","2 out of 5 stars","-"
"252",9,"Caleb Douglas",MIA,"WR101","6","2 out of 5","4 out of 5","3 out of 5 stars","-2"
"253",9,"Adam Randall",BAL,"RB83","13","3 out of 5","4 out of 5","3 out of 5 stars","+19"
"254",9,"Eli Stowers",PHI,"TE35","10","4 out of 5","4 out of 5","4 out of 5 stars","-52"
"255",9,"Devin Neal",NO,"RB84","8","2 out of 5","4 out of 5","3 out of 5 stars","-"
"256",9,"Kendre Miller",NO,"RB85","8","2 out of 5","4 out of 5","3 out of 5 stars","-27"
"257",9,"Seth McGowan",IND,"RB86","13","4 out of 5","4 out of 5","4 out of 5 stars","+14"
"258",9,"Brashard Smith",KC,"RB87","5","-","-","3 out of 5 stars","-"
"259",9,"Emari Demercado",KC,"RB88","5","1 out of 5","5 out of 5","3 out of 5 stars","-"
"260",9,"Devin Singletary",NYG,"RB89","8","-","-","4 out of 5 stars","-"
"261",9,"Trevor Etienne",CAR,"RB90","5","-","-","1 out of 5 stars","-"
"262",9,"Hollywood Brown",PHI,"WR102","10","-","-","4 out of 5 stars","-"
