"RK",TIERS,"PLAYER NAME",TEAM,"FANTASYPTS","YDS","TDS","REC","YDS","TDS","ATT","YDS","TDS"
"691",16,"Tommy DeVito",NYG,"96.5","1101","8","0","0","0","36","195","1"
"692",16,"Rakim Jarrett",TB,"8","0","0","4","60","0","1","0","0"
"693",16,"Jody Fortson Jr.",FA,"0","0","0","0","0","0","0","0","0"
"694",16,"John Ross",FA,"0","0","0","0","0","0","0","0","0"
"695",16,"Bisi Johnson",FA,"0","0","0","0","0","0","0","0","0"
"696",16,"Clayton Tune",ARI,"9.5","62","0","0","0","0","8","30","1"
"697",16,"Tulu Griffin",CLE,"0","0","0","0","0","0","0","0","0"
"698",16,"Jack Westover",FA,"0","0","0","0","0","0","0","0","0"
"699",16,"Miles Boykin",FA,"3.2","0","0","3","17","0","0","0","0"
"700",16,"Dee Eskridge",MIA,"0.5","0","0","0","0","0","2","5","0"
"701",16,"Skylar Thompson",MIA,"0","0","0","0","0","0","0","0","0"
"702",16,"Jeff Foreman",LV,"0","0","0","0","0","0","0","0","0"
"703",16,"Alex Erickson",FA,"37.2","0","0","16","232","1","0","0","0"
"704",16,"Devron Harper",FA,"0","0","0","0","0","0","0","0","0"
"705",16,"Deon Jackson",FA,"1.5","0","0","5","14","0","14","16","0"
"706",16,"Josh Ali",FA,"0","0","0","0","0","0","0","0","0"
"707",16,"Ty James",FA,"0","0","0","0","0","0","0","0","0"
"708",16,"Nikko Remigio",KC,"0","0","0","0","0","0","0","0","0"
"709",16,"Lynn Bowden Jr.",FA,"17","0","0","11","83","0","5","32","0"
"710",16,"Tejhaun Palmer",ARI,"0","0","0","0","0","0","0","0","0"
"711",16,"Marquez Callaway",FA,"0","0","0","0","0","0","0","0","0"
"712",16,"Richie James Jr.",FA,"14.4","0","0","10","114","0","0","0","0"
"713",16,"Marquise Goodwin",FA,"12","0","0","4","67","0","4","33","0"
"714",16,"Tre'Quan Smith",DET,"0","0","0","0","0","0","0","0","0"
"715",16,"Logan Parker",FA,"0","0","0","0","0","0","0","0","0"
"716",16,"Darrell Henderson Jr.",FA,"38.5","0","0","10","103","0","46","112","2"
"717",16,"Easton Stick",LAC,"68.1","1129","3","0","0","0","27","144","1"
"718",16,"Justin Shorter",LV,"0","0","0","0","0","0","0","0","0"
"719",16,"Britain Covey",PHI,"6.2","0","0","4","42","0","0","0","0"
"720",16,"River Cracraft",MIA,"22.6","0","0","9","121","1","0","0","0"
"721",16,"Kyle Trask",TB,"-0.1","0","0","0","0","0","1","-1","0"
"722",16,"Mike Strachan",FA,"5","0","0","1","45","0","0","0","0"
"723",16,"Laquon Treadwell",IND,"2.1","0","0","1","16","0","0","0","0"
"724",16,"Stanley Morgan Jr.",FA,"0","0","0","0","0","0","0","0","0"
"725",16,"Daniel Arias",FA,"0","0","0","0","0","0","0","0","0"
"726",16,"Lance McCutcheon",FA,"0","0","0","0","0","0","0","0","0"
"727",16,"Tim Jones",JAC,"13.8","0","0","11","83","0","0","0","0"
"728",16,"Irvin Charles",NYJ,"0","0","0","0","0","0","0","0","0"
"729",16,"Case Keenum",HOU,"12.7","291","1","0","0","0","2","1","0"
"730",16,"Quintez Cephus",FA,"0","0","0","0","0","0","0","0","0"
"731",16,"Juwann Winfree",IND,"0","0","0","0","0","0","0","0","0"
"732",16,"Taylor Heinicke",LAC,"70","890","5","0","0","0","15","124","1"
"733",16,"Hakeem Butler",FA,"0","0","0","0","0","0","0","0","0"
"734",16,"Tyson Bagent",CHI,"59.3","859","3","0","0","0","23","109","2"
"735",16,"Trent Taylor",SF,"-2.2","0","0","0","0","0","1","-2","0"
"736",16,"Kaylon Geiger Sr.",FA,"0","0","0","0","0","0","0","0","0"
"737",16,"Randall Cobb",FA,"14.4","0","0","5","39","1","0","0","0"
"738",16,"Anthony Schwartz",MIA,"0","0","0","0","0","0","0","0","0"
"739",16,"Jeff Cotton Jr.",FA,"0","0","0","0","0","0","0","0","0"
"740",16,"Malik Taylor",NYJ,"2.3","0","0","2","13","0","0","0","0"
"741",16,"Austin Trammell",JAC,"2.9","0","0","4","29","0","0","0","0"
"742",16,"Danny Gray",FA,"0","0","0","0","0","0","0","0","0"
"743",16,"Cody Thompson",TB,"1.5","0","0","1","10","0","0","0","0"
"744",16,"Penny Hart",FA,"0","0","0","0","0","0","0","0","0"
"745",16,"Willie Snead IV",FA,"2.4","0","0","2","14","0","0","0","0"
"746",16,"D.J. Montgomery",IND,"13.1","0","0","3","56","1","0","0","0"
"747",16,"James Proche II",CLE,"-2","0","0","0","0","0","0","0","0"
"748",16,"Dax Milne",FA,"0","0","0","0","0","0","0","0","0"
"749",16,"Marcus Kemp",FA,"0","0","0","0","0","0","0","0","0"
"750",16,"Jacob Harris",FA,"0","0","0","0","0","0","0","0","0"
"751",16,"Ben Skowronek",PIT,"17.5","0","0","8","66","1","2","9","0"
"752",16,"Devine Ozigbo",FA,"1.8","0","0","1","8","0","3","5","0"
"753",16,"Keith Kirkwood",BAL,"12.2","0","0","5","37","1","0","0","0"
"754",16,"Andy Isabella",FA,"0","0","0","0","0","0","0","0","0"
"755",16,"Marvin Jones Jr.",FA,"4","0","0","5","35","0","0","0","0"
"756",16,"Damiere Byrd",FA,"0","0","0","0","0","0","0","0","0"
"757",16,"James Butler",FA,"0","0","0","0","0","0","0","0","0"
"758",16,"Anthony Miller",BAL,"0","0","0","0","0","0","0","0","0"
"759",16,"Raheim Sanders",FA,"0","0","0","0","0","0","0","0","0"
"760",16,"J. Michael Sturdivant",FA,"0","0","0","0","0","0","0","0","0"
"761",16,"Erik Ezukanma",MIA,"2.2","0","0","0","0","0","5","22","0"
"762",16,"Reggie Begelton",FA,"0","0","0","0","0","0","0","0","0"
"763",16,"Julio Jones",FA,"30.9","0","0","11","74","3","0","0","0"
"764",16,"Tyre Brady",FA,"0","0","0","0","0","0","0","0","0"
"765",16,"De'Corian Clark",FA,"0","0","0","0","0","0","0","0","0"
"766",16,"Moose Muhammad III",FA,"0","0","0","0","0","0","0","0","0"
"767",16,"Tory Horton",FA,"0","0","0","0","0","0","0","0","0"
"768",16,"Theo Wease",FA,"0","0","0","0","0","0","0","0","0"
